audio_path,sentence
dataset/clips/common_voice_yo_36887945.mp3,Ọ̀gá àgbà ọlọ́pàá ní Nàíjíríà ti fi ayé lẹ̀.
dataset/clips/common_voice_yo_36899876.mp3,Àwọn adigun jalè kọlu ilé àwọn olóṣèlú kan ni Èkó.
dataset/clips/common_voice_yo_36899877.mp3,Orílẹ̀èdè méjì ni kò tí ì ní ààrùn onígbáméjì ní ilẹ̀ Áfíríkà.
dataset/clips/common_voice_yo_36899879.mp3,Abilékọ kan ṣàlàyé lórí ìdí tó fi gb'oyún láti ìta wá sọ́ọ̀dẹ̀ ọkọ
dataset/clips/common_voice_yo_36899880.mp3,Oríṣiríṣi ẹ̀yà ara ni àwa èèyàn àti àwọn ẹranko ní.
dataset/clips/common_voice_yo_36526108.mp3,Gbajúmọ̀ olóṣèré kan ti ṣàlàyé bí àwọn òbí rẹ̀ ṣe gbé e jù sílẹ̀
dataset/clips/common_voice_yo_36526109.mp3,"Bí èmi bá tún ayé wá, ọkọ mi àtàtà náà ni màá padà fẹ́"
dataset/clips/common_voice_yo_36526110.mp3,Èmi àti ìyàwó àfẹ́sọ́nà mi ni a jọ lọ sí ilé olùyàwòrán
dataset/clips/common_voice_yo_36526111.mp3,Ẹgbẹ́ òṣèlú mẹ́je ló darapọ̀ láti gbé Adélékè gorí oyè
dataset/clips/common_voice_yo_36526112.mp3,"Aṣọ fífọ̀, ilé kíkùn, àti ilẹ̀ gbígbá jẹ́ àwọn iṣẹ́ tí ọ̀dọ́ lè ṣe."
dataset/clips/common_voice_yo_36526163.mp3,Bí èsì ìbò ṣe jáde ní Ọ̀yọ́ dára gidigidi gan.
dataset/clips/common_voice_yo_36526164.mp3,Ìfẹ́ Ọlọ́run ni mo fẹ́ kò ṣẹ lórí ìbò tó ń bọ̀ lọ́nà
dataset/clips/common_voice_yo_36526165.mp3,Tánkà agbépo bẹntíróò ṣubú ní ìlú Ìbàdàn.
dataset/clips/common_voice_yo_36526166.mp3,Kàyééfì gidi ló jẹ́ láti rí ẹni tí ẹgbẹ́ onígbàálẹ̀ fà sílẹ́ lọ́dún yẹn.
dataset/clips/common_voice_yo_36526167.mp3,Ọ̀gá pàtàkì ní Fáṣítì Ìbàdàn ti jáde láyé.
dataset/clips/common_voice_yo_36526193.mp3,Ẹ̀kúnrẹ́rẹ́ ìròyìn yìí ti dẹ́rùba gbogbo àwọn ará ìlú Iréwọlédé.
dataset/clips/common_voice_yo_36526194.mp3,Àlùfáà kan ti pín ounjẹ itúnu àwẹ̀ fún àwọn ọmọlẹ́yìn ẹ̀
dataset/clips/common_voice_yo_36526195.mp3,Gómìnà Ajíbọ́lá kéde kónílé ó gbélé ní Ẹlẹ́pẹ̀.
dataset/clips/common_voice_yo_36526196.mp3,"Gbogbo ara ló ro mí gidi, ṣùgbọ́n mo gbọdọ̀ parí iṣẹ́ yìí."
dataset/clips/common_voice_yo_36526197.mp3,Àwọn àpapọ̀ òṣìṣẹ́ elétò aàbò ní ọ̀pọ̀lọpọ̀ iṣẹ́ láti ṣe.
dataset/clips/common_voice_yo_36526223.mp3,Tóyin àti Bím̀bọ́ ti padè di ọ̀rẹ́ tímọ́tímọ́.
dataset/clips/common_voice_yo_36526224.mp3,Fásitì Adékúnlé Ajásin ṣún ìdánwò síwájú.
dataset/clips/common_voice_yo_36526225.mp3,Arẹwà náà ṣàgbàkò ikú nínú ìjámbá ọkọ̀ òfurufú.
dataset/clips/common_voice_yo_36526226.mp3,Kò sí nǹkan tí ọlọ́run kò lè ṣe fún àwọn tó bá bèèrè.
dataset/clips/common_voice_yo_36526227.mp3,Ìlànà ètò ìdìbò titun ti jáde ní Nàíjíríà.
dataset/clips/common_voice_yo_36885987.mp3,"Òǹdò, Ọ̀yọ́ àti Ọ̀ṣun wà lára àwọn ìpínlẹ̀ tó peregedé lọ́dún yìí."
dataset/clips/common_voice_yo_36885988.mp3,Atinúkẹ́ Ọládérù ní kẹ yé ṣépè fún Nàíjíríà mọ́.
dataset/clips/common_voice_yo_36885989.mp3,Olúwo sọ̀rọ̀ nípa ẹwà rẹ̀ gẹ́gẹ́ bí Ọba alayé tó rẹwà.
dataset/clips/common_voice_yo_36885990.mp3,Ikú ọdún yìí fò Adé run.
dataset/clips/common_voice_yo_36885996.mp3,Ó ti pẹ́ tí òjò ti rọ̀ sí ìlú yìí gbẹ̀yìn.
dataset/clips/common_voice_yo_36885998.mp3,Iléẹjọ́ sún ìgbẹ́jọ́ Bàbá Ìjẹ̀ṣà di oṣu kẹ́jọ.
dataset/clips/common_voice_yo_36886000.mp3,Iléeṣẹ́ ọlọ́pàá Èkó bẹ̀rẹ̀ ìdánilẹ́kọọ̀ọ́ wọn.
dataset/clips/common_voice_yo_36881471.mp3,Ojoojúmọ́ ni mò ń gbé àwòrán bàbá tó pọnmọ sẹ́yìn sójú pópó.
dataset/clips/common_voice_yo_36881472.mp3,Ọlá ṣèlérí ìrànwọ́ láti dojú ìjà kọ àwọn agbésùnmọ̀mí.
dataset/clips/common_voice_yo_36881473.mp3,Ìjọba gba ìdáǹdè akẹ́kọ̀ọ́bìnrin náà lọ́wọ́ àwọn agbénipa
dataset/clips/common_voice_yo_36886026.mp3,"Àkàndá ẹ̀dá ni Bàbá Omíyalé, mi ò rí irú ẹni bẹ́è rí."
dataset/clips/common_voice_yo_36886027.mp3,Mojí àti èèyàn méjì dèrò àtìmọ́lè lórí ẹ̀sùn ìpànìyàn ní mọ́ṣálááṣí.
dataset/clips/common_voice_yo_36886029.mp3,Ìjọba àpapọ̀ gbé owó ribiti kalẹ̀ bíi owó ìrànwọ́ fún àwọn ará ìlú.
dataset/clips/common_voice_yo_36886030.mp3,Mo kọjá ẹni tí wọn ń fi owó dí lẹ́nu.
dataset/clips/common_voice_yo_36886037.mp3,Ọ̀pọ̀ nínú àwọn aláìní ní ìlú Èkó ni wọ́n ń gbé lórí omi.
dataset/clips/common_voice_yo_36886038.mp3,Ààrẹ ní gbogbo àwọn ajínigbé àtàwọn onígbọ̀wọ́ ni kán mú.
dataset/clips/common_voice_yo_36886039.mp3,Àwọn olùjọ́sìn náà ti ń gbaradì fún ìsìn ọjọ́ ìsinmi.
dataset/clips/common_voice_yo_36886040.mp3,"Lọ́jọ́ tí wọ́n ti Awólọ́wọ̀ mọ́lé, gbogbo ìlú ló dàrú."
dataset/clips/common_voice_yo_36887144.mp3,Àwọn ajínigbé kó gba nǹkankan lọ́wọ́ àwọn ọlọ́pàá
dataset/clips/common_voice_yo_36887145.mp3,Orí omidan kan tí wọ́n jí gbé ní Jákàńdè ti dàrú
dataset/clips/common_voice_yo_36887146.mp3,Adébóyè sọ pé òun fẹ́ di ààrẹ Nàìjíríà lọ́dún tó ń bọ̀
dataset/clips/common_voice_yo_36887147.mp3,Amòfin Adé lérí láti gbé Ìjọba lọ ilé ẹjọ́.
dataset/clips/common_voice_yo_36887148.mp3,Àwọn nǹkan mẹ́ta wà tó lè ṣekú pa ọkùnrin lásìkò ìbálòpọ̀.
dataset/clips/common_voice_yo_36887199.mp3,Mo máa to gbogbo ìwé ẹ̀rí náà sínú àpótí kan láti tọ́jú ẹ̀.
dataset/clips/common_voice_yo_36887200.mp3,Ìgbòho sun ọgbà ẹ̀wọ̀n fún oṣù mẹ́jọ.
dataset/clips/common_voice_yo_36887201.mp3,"Nínú àṣà wa, Òrìṣà tó ń jẹ́ Èṣù ní iṣẹ́ rere lọ́wọ́"
dataset/clips/common_voice_yo_36887203.mp3,Yòrùbá ní ọ̀nà à ti mọ ẹni tó lọmọ láyé àtijọ́.
dataset/clips/common_voice_yo_36887219.mp3,Gómìnà ìpínlẹ̀ Ọ̀ṣun tẹ́lẹ̀ ti sọ́rọ́ nípa nkán ìní rẹ̀ tí wọ́n gbẹ́sẹ̀ lé
dataset/clips/common_voice_yo_36887220.mp3,Ọlá ní ìbálòpọ̀ pẹ̀lú Adé nínú ọkọ̀.
dataset/clips/common_voice_yo_36887222.mp3,Ọdẹwùmí ti fi eegun kẹ́tẹ́kẹ́tẹ́ pa kìnìún rí.
dataset/clips/common_voice_yo_36887223.mp3,Rónké Oṣòdì Òkè ti gba àmì ẹ̀yẹ tuntun.
dataset/clips/common_voice_yo_36887260.mp3,Wọ́n ti bẹ̀rẹ̀ ìyanṣẹ́lódì nítorí àwọn oun tí ìjọba ṣe
dataset/clips/common_voice_yo_36887261.mp3,Àpò owó mi ò kún pẹ̀lú gbogbo ọjà tí àwọn èèyàn bá mi rà
dataset/clips/common_voice_yo_36887264.mp3,Séríkí Fúlàní ní àwọn kó níbiì lọ.
dataset/clips/common_voice_yo_36887283.mp3,Abẹ́rẹ́ àjẹsára àkọ́kọ́ tó n dènà ibà yóò dì mímú lò ní ilẹ̀ yí.
dataset/clips/common_voice_yo_36887284.mp3,Ọba Adépọ̀jù ṣalaye ìdí ohun tó ń ṣẹlẹ̀ láàrín òhun àti Oòni Ilé Ifẹ̀.
dataset/clips/common_voice_yo_37007134.mp3,Ọmọ àdánwò ni Oyèdé àti àwọn ọmọlẹ́yìn ẹ tó ń kọrin.
dataset/clips/common_voice_yo_37007135.mp3,Àwọn olórin á tún máa korin bú àwọn ọ̀bàyéjẹ́.
dataset/clips/common_voice_yo_37007136.mp3,Àrẹ̀mú ni ó yẹ kó jẹ́ olú ìlú ìpínlẹ̀ Ọ̀sun.
dataset/clips/common_voice_yo_37007137.mp3,Ohun tí ìwádìí wa fi hàn ni pé àwọn akẹ́kọ̀ọ́ yìí ti jáde
dataset/clips/common_voice_yo_37007138.mp3,Wo àwọn sinimá mẹ́wàá tó gbé sinimá Yorùbá sáyé.
dataset/clips/common_voice_yo_37007140.mp3,Adégborúwà sọ pé àwọn ìgbìmọ̀ olùwádìí nìkan lóń bá òun sọ̀rọ̀
dataset/clips/common_voice_yo_37007141.mp3,Iléeṣẹ́ ọlọ́pàá Èkó ní àwọn ti yọwọ́ lórí ẹjọ́ náà.
dataset/clips/common_voice_yo_37007142.mp3,"Àwọn akẹgbẹ́ Ṣadé ti padà sí ilé ìwé, ṣùgbọ́n Ṣadé kò bá wọn wọlé."
dataset/clips/common_voice_yo_37007143.mp3,Wo oríadé méje tó kúrò nípò torí ẹ̀ṣùn ìwà ìjínigbé.
dataset/clips/common_voice_yo_37007144.mp3,Àpótí ìdìbo òní páálí láwọn àlejò yóò fí wọlé síbi àpéjẹ̀ náà
dataset/clips/common_voice_yo_37007145.mp3,Àbò tó péye ń bọ̀ wá láìpẹ́ sórílẹ̀ èdè Nàíjíríà.
dataset/clips/common_voice_yo_37007146.mp3,Àwọn olórí Fúlàní bèèrè àsìkò díẹ̀ síi lórí gbèǹdéke ìjọba
dataset/clips/common_voice_yo_37007147.mp3,Amẹ́ríkà ń gbèrò láti dá Ìgbòho padà sílé ẹ̀
dataset/clips/common_voice_yo_37007148.mp3,Ìjọba ìpínlẹ̀ Èkó ní àwọn ń ṣèwádìí lórí làásìgbò tó wáyé l'Ékòó.
dataset/clips/common_voice_yo_37007149.mp3,Ìjọba ṣe ìlérí láti pèsè iṣẹ́ fún àwọn ọ̀dọ́.
dataset/clips/common_voice_yo_37007150.mp3,Mojí sọ pé àwọn oògùn tí pásítọ̀ lò ló ṣe òun léṣe
dataset/clips/common_voice_yo_37007151.mp3,Àwọn agbébọn ń jí ọmọdé gbé nílùú Èkìtì.
dataset/clips/common_voice_yo_37007152.mp3,"Bí irọ́ àwọn ìjọba bá lọ lógún ọdún, òtítọ́ á lékè."
dataset/clips/common_voice_yo_37007153.mp3,Irúfẹ́ gbolóhùn ló wà nínú èdè Yorùbá.
dataset/clips/common_voice_yo_37046718.mp3,Ilé ẹjọ́ kòtẹ́milọ́rùn ni yóò parí ọ̀rọ̀ yìí.
dataset/clips/common_voice_yo_37046719.mp3,Àwọn olórin ní òmìnira láti fi ohunkóhun tó ń ṣẹlẹ̀ nínú kọ orin.
dataset/clips/common_voice_yo_37046721.mp3,Lára eré ìdárayá ni ayò ọpọ́n títa jẹ́ nílẹ̀ Yorùbá.
dataset/clips/common_voice_yo_37046722.mp3,Ìgbòho ní ọjọ́ Sátidé ní òun yóò jáde kúrò lọ́gbà ẹ̀wọ̀n.
dataset/clips/common_voice_yo_37046728.mp3,Olúwo sọ pé Ìmẹ́lẹ́ jẹ́ orísun àìnílárí.
dataset/clips/common_voice_yo_37046729.mp3,Wọ́n yọ ààrẹ Amẹ́ríkà tẹ́lẹ̀ lórí ìkànnì.
dataset/clips/common_voice_yo_37046731.mp3,Àwọn aṣòfín ní ìpínlẹ̀ Ọ̀yọ́ ti yọ Abẹnugan Ilé bí jìgá.
dataset/clips/common_voice_yo_37046732.mp3,Èwo ni ìyá yí ń kó sí inú ọkọ̀ ní àárọ̀ kùtùkùtù báyìí?
dataset/clips/common_voice_yo_37046763.mp3,Àwọn ọkùnrin tí wọ́n ní ìlákàyè kìí hu irú ìwà bẹ́ẹ̀ sí ìyàwó wọn.
dataset/clips/common_voice_yo_37046767.mp3,Ẹgbẹ́ òṣìṣẹ́ àwọn olùkọ́ ti gbà láti fòpin sí ìyanṣẹ́lódí wọn.
dataset/clips/common_voice_yo_37046769.mp3,Afẹ́nifẹ́re ní ìjọba ń fa kín ara máa kan àwọn èèyàn.
dataset/clips/common_voice_yo_37046771.mp3,Ọkùnrin kan fẹ́ obìnrin ogún nílùú Ayétẹ̀.
dataset/clips/common_voice_yo_36885961.mp3,Àwọn òǹtàjà fi ijó àti ìlù pàdé Olúṣẹ́gun Ọbásanjọ́ ní Ọ̀tà.
dataset/clips/common_voice_yo_36885962.mp3,Àwọn mẹ́rin tó fi àbúrò wọn rúbọ ní ìlú Èkó ti kó sọ́wọ́ ìjọba
dataset/clips/common_voice_yo_36885963.mp3,Fáyọ̀ṣe ní kò sí ìyàtọ̀ láàárín ìwà àwọn ọmọ ẹ̀ àti tèmi
dataset/clips/common_voice_yo_36885964.mp3,Ọbẹ̀ ilá ni mo fẹ́ sè tí mo bá ti ibiṣẹ́ dé ní ọ̀la.
dataset/clips/common_voice_yo_36885965.mp3,Ìyàwó ajagunfẹ̀yìntì Ọládípọ̀ Díyà ti jẹ Ọlọ́run nípè.
dataset/clips/common_voice_yo_36885976.mp3,Ìjọba àpapọ̀ ti dá òfin tuntun kan sílẹ̀ nítorí àwọn olè
dataset/clips/common_voice_yo_36885977.mp3,Ìwọ́de ọ̀dọ́ wà lára ìṣẹ̀lẹ̀ tí kò bá sọ Nàíjíríà sójú ogun.
dataset/clips/common_voice_yo_36885978.mp3,Ìjọba ní àwọn yóò gbé ẹnikẹ́ni tó bá dá wàhálá sílẹ̀.
dataset/clips/common_voice_yo_36885979.mp3,Ṣé lóòtọ́ ni pé ọ̀gá ológun méjì ni wọ́n ti dá dúró lẹ́nu iṣẹ́
dataset/clips/common_voice_yo_36885980.mp3,Àwọn aláàánú ti gbé owó gọbọi fún àwọn aṣètọ́jú ibà.
dataset/clips/common_voice_yo_36886011.mp3,Kìí ṣe nǹkan ìtìjú pé èmi ni mò ń gbọ́ bùkátà ẹbí mi.
dataset/clips/common_voice_yo_36886012.mp3,Ẹbí Abíọ́lá Àjìmọ̀bí kéde bí ètò ìsìnkú rẹ̀ yóò ṣe lárinrin.
dataset/clips/common_voice_yo_36886013.mp3,Aìmọye ìṣẹ̀lẹ̀ ló ṣẹlẹ̀ ní agbègbè yìí ní ọdún púpọ̀ sẹ́yìn.
dataset/clips/common_voice_yo_36886014.mp3,Ìpínlẹ Ògùn ti gbà kí àwọn òṣèré lo pápá ìṣeré fún ìpolongo eré.
dataset/clips/common_voice_yo_36886015.mp3,"Lásìkò ìsìn, ọ̀pọ̀lọpọ̀ àwọn olùjọ́sìn ló pàtẹ́wọ́ fún àlùfáà"
dataset/clips/common_voice_yo_36886046.mp3,Ọmọ Yorùbá ni Kúnlé Akíntóyè àti èèyàn mẹ́wàá mìíì
dataset/clips/common_voice_yo_36886047.mp3,Ilé méjì ni wọ́n fi ta Tọ́pẹ́ Àlàbí lọ́rẹ nítorí orin ẹ̀.
dataset/clips/common_voice_yo_36886048.mp3,Ìtàn bí ìyàwó Abíọ́lá ṣe di ìya ọlọ́jà àgbáyé.
dataset/clips/common_voice_yo_36886049.mp3,Rónkẹ́ Oshòdì Òkè ti ṣe ìdárò àwọn ọmọ ẹgbẹ́ rẹ̀ tó di olóògbé
dataset/clips/common_voice_yo_36886050.mp3,Ìpàdé àwọn ará ìlú Modákẹ́kẹ́ máa wáyé lọ́jọ́ ìṣẹ́gun.
dataset/clips/common_voice_yo_36886051.mp3,Ọdún márùn ún ni mo fi fẹ́ ìyàwó mi ka tó ṣe ìgbéyàwó.
dataset/clips/common_voice_yo_36886052.mp3,Ìjàmbá iná púpọ̀ ló ṣẹlẹ̀ lásìkò tí táńkà epo dànù ní Ìlá.
dataset/clips/common_voice_yo_36886054.mp3,Aláàfin Ọ̀yọ́ sọ̀rọ̀ lórí ìṣèjọba tó leè yọ wá kúrò nínú ọ̀fìn.
dataset/clips/common_voice_yo_36886059.mp3,A sọ̀rọ̀ náà lọ́jọ́ tí a gbó ikú Akíntọ́lá àti Awólọ́wọ̀
dataset/clips/common_voice_yo_36886060.mp3,Òpó ni àwọn obìnrin jẹ́ fún àwọn ìdílé wọn.
dataset/clips/common_voice_yo_36886066.mp3,Gbogbo oun tí bàbá mi kojú lọ́wọ́ àwọn ọlọ́pàá kò dára
dataset/clips/common_voice_yo_36886067.mp3,Iná sọ ní ìdíkọ̀ òfurufú látàrí àìbìkítà àwọn tó ń tún ọkọ̀ ṣe.
dataset/clips/common_voice_yo_36886068.mp3,Àwọn òṣèrébìrin ti sọ̀rọ̀ tiwọn lórí wàhálà ìfipábánilòpọ̀.
dataset/clips/common_voice_yo_36886069.mp3,Níbo ni wọ́n ń bá ètò ẹ̀kọ́ ní orílẹ̀-èdè yìí lọ?
dataset/clips/common_voice_yo_36886070.mp3,Ààrẹ kan ní apá gúsù lágbàyé tún wọlé lẹ́yìn ogún ọdún.
dataset/clips/common_voice_yo_36886071.mp3,Ọlọ́pàá ìpínlẹ̀ Èkìtì fojú àwọn aṣebi won èèmọ̀.
dataset/clips/common_voice_yo_36886072.mp3,"Àwùjọ Yorùbá jé èyí tí àṣà, ìṣe àti èdè inú rẹ̀ kò lẹ́gbẹ́."
dataset/clips/common_voice_yo_36886074.mp3,Ìjọba Eko ní kò s'éwu lórí kòrónà pẹ̀lú ìwọlé àwọn akẹ́kọ̀ọ́.
dataset/clips/common_voice_yo_36884904.mp3,Àdìsá jí padà níléèwòsàn tí wón gbe lọ.
dataset/clips/common_voice_yo_36884906.mp3,Ọba Ìsẹ́yìn sọ pé òun kò tako bí a ṣe ń pè fún ogun
dataset/clips/common_voice_yo_36884907.mp3,Ikọ̀ wa bá agbẹjọ́rò Ìgbòho sọ̀rọ̀ lórí ìdí tó fi wà ní àámọ́.
dataset/clips/common_voice_yo_36884908.mp3,Gbogbo àwọn tó wà nídìí ìṣẹ̀lẹ̀ ìpànìyàn yóò gé ìka jẹ nígbẹ̀yìn.
dataset/clips/common_voice_yo_36884909.mp3,Abẹ́rẹ́ àjẹsára ti di ọ́rànyàn ní orílẹ̀ èdè yìí.
dataset/clips/common_voice_yo_36884910.mp3,Ìdùnnú ṣubú layọ̀ fún mi nígbà ti mo gba ìwé ìgbélùú.
dataset/clips/common_voice_yo_36884911.mp3,Ẹgbẹ́ ọmọ bíbí Òkè Ọya bẹ̀bẹ̀ àtìlẹyìn fún mi.
dataset/clips/common_voice_yo_36884912.mp3,Ọlágúnsóyè Oyinlọlá ti wá sílé láti fi ìdí ohun tó daa hàn
dataset/clips/common_voice_yo_36884913.mp3,Adarí ìwọ́de tó ṣẹlẹ̀ ní Èkó ti bá àwọn ọlọ́pàá sọ̀rọ̀ báyìí
dataset/clips/common_voice_yo_36884914.mp3,Gómìnà Adéwálé ti bá àwọn ọ̀rẹ́ ẹ̀ kẹ́dùn nípa ikú bàbá ẹ̀.
dataset/clips/common_voice_yo_36884915.mp3,Ọ̀pọ̀lọpọ̀ ìgbà ní Mojí máa ń tijú tí mo bá fẹ́ báa sọ̀rọ̀.
dataset/clips/common_voice_yo_36884916.mp3,Ọdún mẹ́rin sẹ́yìn ni mo ti bẹ̀rẹ̀ sí ṣeré lóri sinimá.
dataset/clips/common_voice_yo_36884917.mp3,Àwọn ará ìlú sọ̀rọ̀ lórí èrò ìjọba láti sọ gbígbá eré bọ́ọ̀lù di dandan
dataset/clips/common_voice_yo_36884918.mp3,Múkáílà ní Àìṣàtìpó rí ló ń da 'Èjìogbè' láàmú.
dataset/clips/common_voice_yo_36884919.mp3,"Agbálẹ̀ títì ni ìyá mi, ọmọ ọdún mẹ́tàlá ni mo sì ti sá nílé."
dataset/clips/common_voice_yo_36884920.mp3,Afẹ́nifẹ́re ní ìlana tí wọ́n là sílẹ̀ fún àwọn afọ́jú ti pọ̀ jù.
dataset/clips/common_voice_yo_36884921.mp3,Ìgbòho ní mímú aṣaájú kò lè dí ìwọ́de àwọn lọ́wọ́.
dataset/clips/common_voice_yo_36884922.mp3,Adéṣọlá bẹ̀bẹ̀ fún oṣù díẹ̀ láti ṣe iṣẹ́ ìwádìí nínú ìlú náà.
dataset/clips/common_voice_yo_36884923.mp3,Òfin kóńlé-ó-gbélé gbòde n'Ìbàràpá.
dataset/clips/common_voice_yo_36884924.mp3,Àwọn mẹ́rin ni wọ́n gbé lọ sí àtìmọ́lé nítorí iṣẹ́ ibi wọn.
dataset/clips/common_voice_yo_36884926.mp3,Ìjọba Nàìjíríà ti fẹ́ yá mílíọ́nù owó láti san gbèsè
dataset/clips/common_voice_yo_36884927.mp3,Ọ̀pọ̀ iléeṣẹ́ ló takú láti gbà mí síṣẹ́ torí mo ní ojú kan.
dataset/clips/common_voice_yo_36884928.mp3,Bí ọmọ ṣe ń wá sáyé náà ni èèyàn ń jáde kúrò láyé lójóojúmọ́.
dataset/clips/common_voice_yo_36884929.mp3,Lékan di ìbò fún ọmọ ilẹ̀ Yorùbá.
dataset/clips/common_voice_yo_36884930.mp3,Gbogbo bó ṣe lọ rèé lágbo òṣéré láàrín ọ̀sẹ̀ tó kọjá.
dataset/clips/common_voice_yo_36884931.mp3,Ẹ máṣe bú Ọlọ́run torí ọrọ̀ ajé tí kò dára.
dataset/clips/common_voice_yo_36884932.mp3,Àwọn ọkùnrin ilé ni wọ́n ń lọ sí ọkọ lóòótọ́.
dataset/clips/common_voice_yo_36884933.mp3,Báwo ni o ṣe lè mọ̀ pé o ní ààrùn jẹjẹrẹ?
dataset/clips/common_voice_yo_36884934.mp3,Bọ́lá ní Tinú ló sọ Bọ̀dé di èèyàn lágbo òsèlú.
dataset/clips/common_voice_yo_36884935.mp3,Rẹ̀mi ní àfojúsùn òun ni láti ní abúlé mẹkáníkì láìpẹ́.
dataset/clips/common_voice_yo_36884937.mp3,Wọ́n tún ti yọ òkú èèyàn méjì jáde nínú ilé tó wó lulẹ̀
dataset/clips/common_voice_yo_36884938.mp3,Yánpọnyánrin ń fẹjú síi ní orílẹ̀ èdè wa bí a ṣe ń gbọ́.
dataset/clips/common_voice_yo_36884939.mp3,Ìjọba ìpínlẹ̀ Èkó sọ̀rọ̀ lórí ẹni tó ni ilé alájá kan.
dataset/clips/common_voice_yo_36884940.mp3,Ẹsẹ̀ bàtà àti èso kùkúḿbà ni wọ́n fi ń já ìbálé àwọn ọmọge.
dataset/clips/common_voice_yo_36884941.mp3,Àwọn Yorùbá fẹ́ pín kúrò lára Nàìjíríà.
dataset/clips/common_voice_yo_36884942.mp3,Olúwo sọ ìtàn bí Ọ̀rúnmìlà ṣe jìyà nílùú.
dataset/clips/common_voice_yo_36884943.mp3,Ilé ńlá àràmàndà ni wọ́n wó tí wọ́n sọọ́ di ọgbà ẹ̀wọ́n.
dataset/clips/common_voice_yo_36841367.mp3,Ij̀ọba ìpínlẹ Ọ̀yọ́ ti pe àwọn ọmọ ẹgbẹ́ tó lọ ìpàdé.
dataset/clips/common_voice_yo_36841370.mp3,Ààrẹ Ògbóni ní kò tọ́ fún Gàní láti máa bú àwọn Ògbóni.
dataset/clips/common_voice_yo_36841472.mp3,Ọdún faraya lórí àwọn tó ń pè fún pínpín ipò ààrẹ
dataset/clips/common_voice_yo_36841474.mp3,Ààrẹ ti yan olórí ikọ̀ ọmọogun Nàíjíríà titun.
dataset/clips/common_voice_yo_36861851.mp3,Adémọ́lá ní ìyàwó mẹ́sàn-án lòun fẹ́ fẹ́.
dataset/clips/common_voice_yo_36861852.mp3,Wọ́n ti ìparí ètò láti darapọ̀ mọ́ ẹgbẹ́ òṣèlú onígbàálẹ̀.
dataset/clips/common_voice_yo_36861853.mp3,Wo ohun tó yẹ ko mọ̀ nípa àrùn aṣekúpani tuntun lágbàáyé.
dataset/clips/common_voice_yo_36861855.mp3,Èèyaǹ púpọ̀ ló ṣọ ṣẹ̀ṣẹ̀ kó àrùn ní Nàìjíríà.
dataset/clips/common_voice_yo_36902231.mp3,Mo rán wọn láti lọ lé àwọn ọ̀daràn kúrò nínú igbó
dataset/clips/common_voice_yo_36902233.mp3,Kò yẹ kí àwọn ọmọ yìí máa bínú sí àwọn òbí wọn.
dataset/clips/common_voice_yo_36902238.mp3,Ìfẹ́dayò tó ń jẹ́ Bàbá ọ̀dọ́ tọrọ àforíjì lori ọ̀rọ̀ ẹ̀gbin tó sọ.
dataset/clips/common_voice_yo_36902239.mp3,Ìrẹsì lè di májèlé ní àgọ́ ara ènìyàn.
dataset/clips/common_voice_yo_36902258.mp3,Ọ̀gbẹ́ni Ṣínà dúpẹ́ lọ́wọ́ àwọn abiyamọ ayé.
dataset/clips/common_voice_yo_36902260.mp3,Ọsàn mẹ́ta ti so lórí igi náà kí á tó ge.
dataset/clips/common_voice_yo_36902268.mp3,Ìrònú àwọn ọ̀dọ́bìnrin ìsẹ̀yín ò ju owó àti oge lọ.
dataset/clips/common_voice_yo_36902269.mp3,Iléẹjọ́ tó gá jùlọ ní Nàíjíríà ti wó lulẹ̀.
dataset/clips/common_voice_yo_36902270.mp3,Igbákejì Gómìnà Ọ̀yọ́ ní kò síjà láàrin òun àti Gómìnà.
dataset/clips/common_voice_yo_36902271.mp3,Ọwọ́ ọlọ́pàá ti tẹ Adímú tí ó lọ pa Dáramọ́lá ẹni ogún ọdún.
dataset/clips/common_voice_yo_36902293.mp3,"Oníṣòwò ni mí nílùú Ìbàdàn, Èkó àti Ègbé."
dataset/clips/common_voice_yo_36902295.mp3,Ìwọ nìkan ni ẹni tí mo fẹ́ràn jù láti ràn mí lọ́wọ́.
dataset/clips/common_voice_yo_36902296.mp3,Àrẹ̀mú ti tẹ kọ̀ létí lọ sí òkè òkun.
dataset/clips/common_voice_yo_36902297.mp3,"Tí gbogbo ẹbí sì ni ẹ̀gbin yí á jẹ́, ọmọ wọn ṣáà ni."
dataset/clips/common_voice_yo_36908861.mp3,Ṣóyinká ní kò le jókòó síle ìjọba láti dojú Adigunjalè bolẹ̀.
dataset/clips/common_voice_yo_36908862.mp3,Gómìnà wa ti pè fún alàáfíà láàrin àwọn ọmọ ẹgbẹ́.
dataset/clips/common_voice_yo_36908864.mp3,Ètò ọrọ̀ ajé ni àgbáyé ti wá di ohun tó nílò àmójútó gidi ni.
dataset/clips/common_voice_yo_36908865.mp3,Adigunjalẹ̀ kolu sójà ní Òndó.
dataset/clips/common_voice_yo_36908866.mp3,Ọ̀gágunfẹ̀yìntì gúnlẹ̀ sí Nàíjíríà láti rí Ààrẹ.
dataset/clips/common_voice_yo_36908867.mp3,Nàìjíríà ni Àjídé fẹ́ bímọ sí ṣùgbọ́n wọ́n há sí ilẹ̀ òkèrè.
dataset/clips/common_voice_yo_36908868.mp3,Ojú gbà mí tì fún awọn ọmọ Yorùbá tí kò lè sọ èdè wọn.
